what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927453853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927457251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927457895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927472435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927473040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927526141
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771927529116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927531801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927588956
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771927590059
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771927594838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927599430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927600732
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1771927601002
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771927602701
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1771927602955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927605714
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771927608249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927614147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771927630985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927633642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927634911
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1771927635204
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771927636953
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1771927637192
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771927642381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771927651665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928010629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928010688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928012022
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1771928012053
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771928038759
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1771928040913
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1771928041008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1771928046075
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771928050622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928053772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928089554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928095104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928096516
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1771928096802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928098048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928102341
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771928102881
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1771928103120
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1771928106987
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1771928107111
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1771928108219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928147691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928158723
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771928158748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928160969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928163112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928165488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928166413
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1771928167665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928180812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928183507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928183981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928358336
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771928358359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928360874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928370741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928376013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928461636
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1771928461649
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1771928479186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928489720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928491455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928501028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928501963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928509971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928512633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928512659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928516079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928520591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1771928522118
